Brand,Model,Price,Body,Mileage,EngineV,Engine Type,Registration,Year
Renault,Trafic,10999,van,207,2,Diesel,yes,2012
Mitsubishi,Pajero Wagon,18900,crossover,93,3.8,Gas,yes,2008
Toyota,Highlander,28900,crossover,120,3.5,Petrol,yes,2011
Toyota,Rav 4,15500,crossover,130,2,Petrol,yes,2008
BMW,X5,63000,crossover,0,2,Diesel,yes,2015
Toyota,Camry,11700,sedan,145,2.4,Petrol,yes,2007
BMW,730,4999,sedan,327,3,Diesel,no,2001
Toyota,Rav 4,13300,crossover,140,2.4,Petrol,yes,2007
Mercedes-Benz,S 300,8200,sedan,260,3,Diesel,yes,1997
Renault,Trafic,8900,van,150,2,Diesel,yes,2009
Renault,Grand Scenic,NA,vagon,117,1.5,Diesel,yes,2007
BMW,740,60500,sedan,110,3,Diesel,yes,2011
BMW,520,8900,sedan,294,2.2,Gas,yes,2000
BMW,750,69500,sedan,62,4.4,Petrol,yes,2013
Volkswagen,Golf V,9000,hatch,95,1.6,Gas,yes,2005
BMW,X5,17800,crossover,265,3,Diesel,yes,2005
Mercedes-Benz,MB,2100,other,350,2.4,Diesel,yes,1988
Toyota,Corolla,10700,sedan,57,1.3,Petrol,yes,2010
Volkswagen,Caravelle,17777,van,250,2,Diesel,yes,2010
Audi,A8,73500,sedan,53,6.3,Petrol,yes,2013
Mitsubishi,Outlander,9800,crossover,92,2,Petrol,yes,2008
Volkswagen,Multivan,35900,van,132,2,Diesel,yes,2011
Toyota,Yaris,7500,hatch,135,1,Petrol,yes,2008
Renault,19,2500,sedan,105,1.4,Petrol,yes,1990
Audi,Q7,39999,crossover,100,3,Diesel,yes,2011
Volkswagen,Touareg,22000,crossover,123,3,Diesel,yes,2009
Toyota,Auris,9800,sedan,65,1.6,Petrol,yes,2009
BMW,320,29999,other,73,2,Petrol,yes,2012
Mercedes-Benz,Sprinter 208,7500,sedan,350,2.2,Diesel,yes,2003
Toyota,Camry,12500,sedan,138,3.5,Petrol,yes,2007
BMW,X5,39500,crossover,115,4.4,Petrol,yes,2010
Volkswagen,T5 (Transporter),10600,van,240,2.5,Diesel,yes,2009
Mitsubishi,Pajero Wagon,18200,crossover,147,3.2,Diesel,yes,2008
Mercedes-Benz,S 500,189999,other,0,4.7,Petrol,yes,2016
Audi,A4,4800,other,207,2,Petrol,yes,2002
BMW,318,3999,sedan,238,1.8,Petrol,yes,1996
Toyota,Land Cruiser Prado,35500,crossover,165,4,Gas,yes,2011
Toyota,Camry,13500,sedan,158,2.4,Gas,yes,2008
Mercedes-Benz,C-Class,17500,sedan,130,3,Petrol,yes,2007
Mercedes-Benz,CLS 500,59999,sedan,11,4.7,Petrol,yes,2012
Mercedes-Benz,Vito,7999,van,255,2.2,Diesel,yes,2004
Toyota,Avensis,16000,sedan,89,1.8,Other,yes,2011
BMW,745,5850,sedan,250,4.5,Gas,yes,2001
Renault,Scenic,7999,van,154,1.5,Diesel,yes,2008
Renault,Trafic,8900,van,181,1.9,Diesel,yes,2006
BMW,X3,43719,crossover,0,2,Petrol,yes,2016
Volkswagen,T5 (Transporter),8800,van,193,2.5,Diesel,yes,2005
Volkswagen,Caddy,9990,van,194,1.6,Diesel,yes,2011
Volkswagen,Passat B7,17999,sedan,80,1.8,Petrol,yes,2012
Mercedes-Benz,CL 55 AMG,37500,other,94,5.5,Petrol,yes,2009
Audi,A6,20500,sedan,155,3,Petrol,yes,2010
Audi,A6 Allroad,4999,crossover,242,2.5,Diesel,no,2003
Mercedes-Benz,ML 350,4100,crossover,1,3.5,Petrol,yes,2007
Mercedes-Benz,C-Class,17499,sedan,145,1.8,Petrol,yes,2008
Audi,A6,8200,other,326,2.5,Diesel,yes,2002
Volkswagen,Passat B5,7000,sedan,185,2.8,Gas,yes,2004
Volkswagen,Golf Variant,9200,vagon,107,1.6,Petrol,yes,2010
Volkswagen,Golf VII,4000,hatch,105,2,Other,yes,2013
Renault,Duster,17500,crossover,20,1.5,Diesel,yes,2016
BMW,316,1950,sedan,162,1.6,Petrol,no,1995
Audi,TT,11000,other,120,1.8,Petrol,yes,2000
Audi,A6,7750,sedan,259,3,Diesel,no,2005
Mercedes-Benz,S 350,NA,sedan,6,3,Diesel,yes,2014
Volkswagen,Jetta,24300,sedan,1,1.6,Diesel,yes,2016
Renault,Kangoo,4100,van,190,1.9,Diesel,yes,2002
Mercedes-Benz,GL 350,69900,crossover,69,3,Diesel,yes,2014
Volkswagen,Caravelle,29999,other,129,2,Diesel,yes,2014
Renault,Megane,11999,vagon,188,1.5,Other,yes,2012
Volkswagen,Touran,13900,vagon,122,1.4,Gas,yes,2013
BMW,320,8900,vagon,274,2,Diesel,no,2007
Audi,A6,26000,sedan,105,2,Petrol,yes,2012
BMW,525,2700,other,287,2.5,Diesel,no,1998
Mitsubishi,Pajero Sport,9700,crossover,45,NA,Other,yes,2001
Toyota,Camry,12500,sedan,140,3.5,Gas,yes,2007
BMW,318,4500,sedan,28,1.9,Petrol,yes,1995
Toyota,Land Cruiser 200,88000,crossover,3,4.5,Diesel,yes,2016
Mitsubishi,Lancer X,8700,sedan,143,2,Gas,yes,2007
Volkswagen,Caddy,NA,van,124,1.6,Diesel,yes,2013
Volkswagen,Multivan,17200,van,230,3.2,Gas,yes,2008
Toyota,Rav 4,30600,crossover,39,2.2,Diesel,yes,2014
Mercedes-Benz,E-Class,15300,sedan,240,2.2,Diesel,yes,2006
Toyota,Land Cruiser 200,73900,crossover,1,4.5,Diesel,yes,2016
Volkswagen,Passat B6,12500,sedan,84,2,Petrol,yes,2007
Mercedes-Benz,G 500,30500,crossover,150,5.5,Petrol,yes,2002
Audi,A8,NA,sedan,280,4.2,Petrol,yes,2000
BMW,X6 M,64900,crossover,73,3,Diesel,yes,2013
Toyota,Camry,11200,sedan,179,2.4,Petrol,yes,2006
BMW,Z4,9900,other,93,2.5,Petrol,yes,2003
Mercedes-Benz,S 250,55000,sedan,34,2.2,Diesel,yes,2011
Volkswagen,Passat B3,3000,vagon,250,1.9,Diesel,yes,1992
BMW,730,33000,sedan,147,3,Diesel,yes,2009
Renault,Megane,13000,hatch,75,2,Petrol,yes,2013
Mercedes-Benz,CL 55 AMG,33900,other,102,5,Petrol,yes,2008
Mercedes-Benz,CLS 350,NA,vagon,100,3,Diesel,yes,2014
BMW,X5,17500,crossover,210,3,Diesel,yes,2005
Audi,Q5,33000,crossover,60,2,Petrol,yes,2011
Volkswagen,Jetta,11999,sedan,240,1.6,Petrol,yes,2010
Toyota,Camry,14700,sedan,141,3.5,Petrol,yes,2008
Audi,A4,2600,vagon,253,1.8,Gas,no,1997
BMW,740,10900,sedan,375,4.4,Gas,yes,2001
Toyota,Land Cruiser 200,99999,crossover,0,4.5,Diesel,yes,2016
Toyota,Yaris,3900,hatch,160,1,Petrol,yes,1999
Renault,Trafic,5700,van,275,1.9,Diesel,yes,2002
Audi,A8,90999,sedan,4,3,Diesel,yes,2015
Mercedes-Benz,E-Class,25500,sedan,137,2.2,Diesel,yes,2012
BMW,525,3300,sedan,360,2.5,Petrol,yes,1992
Toyota,Highlander,28700,crossover,80,3.5,Gas,yes,2012
Volkswagen,Caddy,9300,van,200,1.6,Diesel,yes,2011
Toyota,Avensis,9400,sedan,148,1.8,Gas,yes,2008
Audi,Q7,23000,crossover,180,3.6,Gas,yes,2007
BMW,540,4500,sedan,370,4,Petrol,yes,1993
Mitsubishi,ASX,23900,crossover,1,1.8,Petrol,yes,2015
Mercedes-Benz,GLS 350,107999,crossover,0,3,Diesel,yes,2016
Volkswagen,Passat B6,12900,sedan,157,1.8,Gas,yes,2008
Mercedes-Benz,Vito,14900,van,211,2.2,Other,yes,2012
Volkswagen,Passat B6,15900,other,160,1.8,Petrol,yes,2010
Volkswagen,Caddy,9300,van,154,2,Gas,yes,2010
Renault,25,1900,vagon,200,2,Gas,yes,1987
Mercedes-Benz,Vito,7000,other,260,2.2,Diesel,yes,2000
Mitsubishi,Pajero Wagon,14700,crossover,240,3.2,Diesel,yes,2006
Mercedes-Benz,S 500,160000,other,8,4.6,Petrol,yes,2015
Toyota,Rav 4,21800,crossover,63,2,Petrol,yes,2013
Audi,Q5,68000,crossover,20,3,Petrol,yes,2014
Mercedes-Benz,E-Class,7000,sedan,370,2.2,Petrol,yes,1995
Mercedes-Benz,S 600,70000,other,21,6,Petrol,yes,2008
Volkswagen,Passat B7,22000,sedan,65,2,Petrol,yes,2012
Mercedes-Benz,SLK 350,18900,other,50,3.5,Petrol,yes,2005
BMW,320,9700,sedan,267,2,Diesel,yes,2002
Volkswagen,Golf III,4850,vagon,300,1.9,Diesel,yes,1998
Mercedes-Benz,Sprinter 213,8700,other,260,2.2,Diesel,yes,2003
Toyota,Camry,14700,sedan,139,3.5,Petrol,yes,2008
Volkswagen,Jetta,23999,sedan,1,1.6,Diesel,yes,2016
Mitsubishi,Pajero Sport,24500,crossover,11,2.5,Diesel,yes,2012
Mercedes-Benz,Vito,23500,van,161,2.2,Diesel,yes,2011
Volkswagen,Caddy,10000,van,160,1.6,Diesel,yes,2012
Volkswagen,T4 (Transporter),9700,van,255,2.5,Diesel,yes,2002
Renault,Megane,7000,vagon,280,1.5,Diesel,yes,2005
Renault,Megane,1550,other,245,2,Petrol,no,1998
Audi,A5,15000,sedan,38,NA,Diesel,no,2015
Mercedes-Benz,Vito,47600,van,0,2.2,Diesel,yes,2016
Toyota,Hilux,27000,other,105,2.5,Diesel,yes,2013
BMW,X5,65000,crossover,0,2.5,Diesel,yes,2016
BMW,750,29999,sedan,130,NA,Petrol,yes,2009
Renault,Fluence,20007,sedan,2,1.5,Diesel,yes,2015
Volkswagen,Touareg,15500,crossover,167,3.2,Petrol,yes,2006
Volkswagen,Lupo,3999,hatch,152,1,Petrol,yes,2000
BMW,320,19990,sedan,1,2,Diesel,yes,2008
Mercedes-Benz,C-Class,38000,sedan,42,1.6,Petrol,yes,2014
Mercedes-Benz,GLE-Class,NA,crossover,0,3,Petrol,yes,2016
Volkswagen,Caddy,20477.54,van,1,1.6,Diesel,yes,2015
Volkswagen,Passat B6,9650,vagon,200,1.4,Gas,yes,2009
BMW,X5 M,37500,crossover,115,3,Diesel,yes,2008
Mercedes-Benz,Vito,12700,van,193,2.2,Diesel,yes,2011
BMW,330,NA,sedan,259,3,Diesel,yes,2001
Toyota,Corolla,4500,hatch,207,1.3,Petrol,yes,1995
Mercedes-Benz,E-Class,2400,sedan,3,3,Diesel,yes,1998
Mercedes-Benz,200,6999,sedan,330,2,Petrol,yes,1997
Volkswagen,Caddy,8900,van,169,1.9,Diesel,yes,2008
Mitsubishi,Lancer X,7999,sedan,78,1.5,Gas,yes,2011
Volkswagen,T6 (Transporter),13500,van,124,2,Diesel,yes,2013
Audi,80,1999,sedan,400,1.6,Diesel,yes,1986
Mercedes-Benz,GLS 350,109999,crossover,1,3,Diesel,yes,2016
Mercedes-Benz,Vito,14100,van,138,2.2,Diesel,yes,2009
Volkswagen,T4 (Transporter),4600,other,290,1.9,Diesel,yes,1995
Mercedes-Benz,S 400,3250,sedan,250,4,Diesel,no,2002
Mercedes-Benz,S 350,19500,sedan,157,3.5,Petrol,yes,2006
Audi,A6,2300,vagon,25,2.5,Diesel,no,1999
Toyota,Camry,11700,sedan,131,2.4,Petrol,yes,2007
Audi,A6,7000,vagon,210,3,Diesel,no,2006
BMW,740,6950,sedan,320,4.4,Gas,yes,1997
Mitsubishi,Carisma,4500,sedan,300,1.6,Gas,yes,2000
Renault,Kangoo,12500,vagon,150,1.5,Diesel,yes,2011
BMW,525,2200,sedan,290,2.5,Gas,yes,1997
Renault,Megane,10750,hatch,136,1.5,Diesel,yes,2011
Mitsubishi,Lancer X,8400,sedan,91,1.5,Petrol,yes,2009
Volkswagen,Passat B7,28500,sedan,50,2,Petrol,yes,2013
BMW,750,44800,sedan,63,4.4,Petrol,yes,2012
Toyota,Yaris,11707.8,hatch,1,1,Petrol,yes,2016
Toyota,Camry,NA,sedan,21,2.5,Petrol,yes,2015
BMW,520,32500,sedan,131,2,Diesel,yes,2010
Renault,Megane,10500,vagon,165,1.5,Diesel,yes,2012
Mercedes-Benz,Vito,11999,other,215,2.2,Diesel,yes,2007
Mercedes-Benz,E-Class,20300,sedan,198,1.8,Gas,yes,2011
BMW,316,6100,sedan,205,1.8,Petrol,yes,2001
Volkswagen,T5 (Transporter),12300,other,248,1.9,Diesel,yes,2010
Mercedes-Benz,S 350,2400,sedan,237,3.8,Petrol,yes,1983
Toyota,Corolla,11750,sedan,69,1.6,Petrol,yes,2013
BMW,530,52300,sedan,55,3,Diesel,yes,2013
Audi,Q3,30900,crossover,70,2,Petrol,yes,2012
Volkswagen,Caddy,5200,van,235,2,Diesel,yes,2005
BMW,320,26800,sedan,47,2,Petrol,yes,2013
Volkswagen,Touareg,74000,crossover,1,3,Diesel,yes,2015
Renault,Trafic,10700,van,150,1.9,Diesel,yes,2006
Mercedes-Benz,C-Class,17500,vagon,113,2.2,Diesel,yes,2010
Toyota,Land Cruiser Prado,30800,crossover,56,2.7,Gas,yes,2011
Volkswagen,Golf IV,2800,hatch,140,1.4,Petrol,no,2002
Mercedes-Benz,S 320,12600,sedan,123,3.2,Petrol,yes,2000
Volkswagen,Passat CC,17500,sedan,144,1.4,Petrol,yes,2012
Toyota,Land Cruiser 200,68000,crossover,67,4.5,Diesel,yes,2012
Toyota,Highlander,34000,crossover,44,3.5,Petrol,yes,2012
Toyota,Rav 4,28900,crossover,20,2.5,Petrol,yes,2013
Volkswagen,T5 (Transporter),9900,van,230,1.9,Diesel,yes,2008
Toyota,Hilux,46500,other,4,3,Diesel,yes,2016
BMW,645,24700,other,85,4.4,Petrol,yes,2004
Volkswagen,Caddy,3400,van,175,1.4,Petrol,yes,2003
Mitsubishi,Lancer X,7700,sedan,139,1.5,Petrol,yes,2008
Toyota,Land Cruiser 100,19000,crossover,263,4.2,Diesel,yes,2001
Mercedes-Benz,S 350,NA,sedan,62,3,Diesel,yes,2013
BMW,320,3500,sedan,185,2,Diesel,no,2002
Volkswagen,T5 (Transporter),14800,other,177,2,Diesel,yes,2012
Mitsubishi,Outlander,36000,crossover,0,2.4,Petrol,yes,2016
Volkswagen,Touran,13995,van,147,1.6,Diesel,yes,2013
Toyota,Camry,9900,sedan,130,2.3,Gas,yes,2006
Mitsubishi,Colt,7500,hatch,138,1.3,Petrol,yes,2008
Volkswagen,Jetta,24800,sedan,2,1.6,Diesel,yes,2016
Renault,Laguna,7100,hatch,127,2,Gas,yes,2006
Toyota,Land Cruiser Prado,45000,crossover,80,4,Petrol,yes,2013
Mercedes-Benz,E-Class,2499,sedan,300,3,Diesel,no,1999
Mitsubishi,Lancer X,9500,sedan,136,2,Petrol,yes,2008
BMW,530,21000,sedan,186,3,Petrol,yes,2007
Volkswagen,Caddy,11450,van,140,2,Diesel,yes,2010
Volkswagen,Touareg,66346,crossover,0,3,Diesel,yes,2016
Volkswagen,Polo,8200,hatch,164,1.4,Petrol,yes,2008
BMW,730,11700,sedan,316,NA,Diesel,yes,2001
Renault,Kangoo,4599,van,190,1.5,Diesel,yes,2003
Volkswagen,Polo,8900,sedan,62,1.6,Petrol,yes,2012
Toyota,Auris,13900,hatch,79,1.6,Gas,yes,2012
BMW,535,5500,sedan,200,3.5,Gas,yes,1998
Mercedes-Benz,E-Class,5500,sedan,360,2,Gas,yes,1994
BMW,525,14500,sedan,215,NA,Petrol,yes,2006
Audi,80,3300,sedan,300,1.8,Gas,yes,1987
Volkswagen,Caddy,5950,van,213,1.6,Gas,yes,2008
Mitsubishi,Pajero Wagon,18999,crossover,173,3.8,Gas,yes,2008
Mercedes-Benz,GLS 400,124000,crossover,0,3,Petrol,yes,2016
Volkswagen,Passat B6,11500,sedan,130,2,Diesel,yes,2008
Mercedes-Benz,C-Class,4500,sedan,240,3.2,Other,no,2005
BMW,X3,34900,crossover,35,3,Petrol,yes,2011
Mitsubishi,Outlander XL,12999,crossover,84,2.4,Petrol,yes,2009
Toyota,Land Cruiser 100,20900,crossover,180,4.7,Gas,yes,2004
Audi,A6,NA,sedan,370,2.6,Other,yes,1997
Mercedes-Benz,S 550,26900,sedan,150,5.5,Petrol,yes,2008
Volkswagen,Multivan,49999,van,59,2,Diesel,yes,2014
Mercedes-Benz,ML 400,4000,crossover,287,4,Diesel,no,2003
Volkswagen,Touareg,52300,crossover,19,3,Diesel,yes,2014
Mercedes-Benz,E-Class,29500,sedan,37,1.8,Petrol,yes,2012
Volkswagen,Scirocco,19100,other,120,1.4,Petrol,yes,2012
BMW,520,45500,other,26,2,Diesel,yes,2015
Toyota,Mark II,4000,sedan,243,2,Gas,yes,1987
BMW,328,7200,sedan,255,2.8,Petrol,yes,1998
Volkswagen,Passat B2,1900,vagon,504,1.6,Gas,yes,1988
BMW,520,24700,vagon,142,2,Diesel,yes,2012
Toyota,Rav 4,21000,crossover,74,2,Petrol,yes,2011
Mitsubishi,Pajero Wagon,14500,crossover,90,3,Petrol,yes,2008
Mercedes-Benz,E-Class,13800,sedan,222,3,Gas,yes,2007
Volkswagen,Passat B7,25999,sedan,60,1.8,Petrol,yes,2014
Volkswagen,Passat B6,9555,sedan,174,2,Petrol,yes,2007
Renault,Trafic,9700,van,152,2,Diesel,yes,2010
Renault,Master,11700,van,150,2.3,Diesel,yes,2012
Volkswagen,Passat B4,5300,vagon,259,1.6,Gas,yes,1995
Toyota,Auris,8700,hatch,140,NA,Petrol,yes,2008
Audi,S8,22500,sedan,159,5.2,Petrol,yes,2008
Renault,Kangoo,8300,van,221,1.5,Diesel,yes,2009
Volkswagen,Touran,4900,van,198,1.6,Petrol,no,2004
Volkswagen,Passat B2,2850,vagon,450,1.6,Diesel,yes,1988
Volkswagen,Caravelle,4999,van,225,NA,Other,no,2003
BMW,320,8100,sedan,245,2,Diesel,no,2007
Volkswagen,Vento,4400,sedan,290,1.8,Gas,yes,1997
BMW,X6,9500,crossover,110,3,Diesel,no,2008
Audi,A6 Allroad,9500,vagon,160,2.7,Gas,yes,2003
Toyota,Camry,4350,sedan,35,2.2,Gas,yes,1999
Volkswagen,T5 (Transporter),10000,van,224,2.5,Diesel,yes,2006
BMW,X5,65000,crossover,58,4.4,Petrol,yes,2014
Toyota,Corolla,1750,hatch,270,1.6,Petrol,yes,1985
Renault,Laguna,8200,hatch,79,1.6,Petrol,yes,2008
Volkswagen,Tiguan,22000,crossover,98,2,Diesel,yes,2013
Volkswagen,Polo,13300.95,sedan,0,1.6,Petrol,yes,2016
Volkswagen,Passat B6,9300,vagon,150,2,Petrol,yes,2008
Audi,A4,12000,sedan,9,NA,Petrol,no,2015
Volkswagen,T4 (Transporter),6700,van,300,2.4,Diesel,yes,2000
Mercedes-Benz,C-Class,3900,sedan,385,1.8,Petrol,yes,1995
Mercedes-Benz,E-Class,2150,sedan,360,2.9,Diesel,no,1997
Renault,Laguna,11111,vagon,190,1.5,Diesel,yes,2011
Renault,Scenic,7500,other,160,2,Gas,yes,2006
BMW,640,99999,other,0,3,Petrol,yes,2016
Volkswagen,Golf VII,20500,hatch,56,2,Diesel,yes,2014
Mercedes-Benz,S 350,119000,sedan,27,3,Diesel,yes,2014
Mitsubishi,Pajero Sport,40800,crossover,0,2.4,Diesel,yes,2016
Renault,Trafic,10700,van,265,2,Diesel,yes,2007
Volkswagen,Multivan,69990,van,1,2,Diesel,yes,2015
Mercedes-Benz,S 500,NA,other,24,4.7,Petrol,yes,2014
Volkswagen,Passat B6,12500,sedan,128,2,Petrol,yes,2007
Audi,A6,15000,vagon,154,2,Diesel,yes,2008
Mitsubishi,Lancer,6300,sedan,126,1.6,Petrol,yes,2006
Renault,Megane,13500,hatch,10,1.6,Petrol,yes,2014
Toyota,Corolla,9700,sedan,130,NA,Petrol,yes,2008
Renault,Megane,NA,vagon,177,1.5,Diesel,yes,2007
Volkswagen,Jetta,1900,sedan,297,1.6,Petrol,yes,1987
Volkswagen,Touareg,17800,crossover,210,3,Diesel,yes,2005
Volkswagen,Caddy,10000,van,71,1.2,Petrol,yes,2013
Volkswagen,Caddy,10800,other,146,1.6,Diesel,yes,2012
Mercedes-Benz,S 500,10900,sedan,360,5,Gas,yes,2001
Volkswagen,Touran,15000,vagon,69,1.4,Petrol,yes,2012
Volkswagen,Passat B6,9850,sedan,110,2,Petrol,yes,2006
Mitsubishi,Pajero Sport,8500,crossover,320,3,Gas,yes,2000
Volkswagen,Passat B7,14900,vagon,170,1.6,Diesel,yes,2011
Mitsubishi,Lancer Evolution,11500,sedan,72,2.4,Petrol,yes,2006
Audi,A6,8500,sedan,247,2.5,Diesel,yes,2001
Mitsubishi,Lancer Evolution,12900,sedan,40,2,Petrol,yes,2013
Mitsubishi,Lancer Evolution,30500,sedan,72,2,Petrol,yes,2006
Audi,A8,13900,sedan,150,NA,Petrol,yes,2006
Mercedes-Benz,E-Class,43500,other,51,3,Diesel,yes,2014
BMW,520,30500,sedan,73,2,Petrol,yes,2013
Mercedes-Benz,CL 180,1650,sedan,257,1.8,Gas,no,1995
Renault,Megane,9300,vagon,184,1.5,Diesel,yes,2011
Mercedes-Benz,CLS 63 AMG,30500,sedan,89,6.3,Petrol,yes,2008
Mercedes-Benz,Vito,16300,van,175,2.2,Diesel,yes,2010
Renault,Scenic,5750,crossover,225,2,Gas,yes,2003
Mercedes-Benz,CLS 350,54500,sedan,29,3,Diesel,yes,2012
Mercedes-Benz,Vito,11500,van,209,2.2,Diesel,yes,2008
Mercedes-Benz,G 500,53500,crossover,46,5.5,Petrol,yes,2008
Renault,Trafic,11300,van,183,2,Diesel,yes,2011
Volkswagen,T6 (Transporter),13900,crossover,156,2,Diesel,yes,2012
Audi,A6,14300,sedan,175,3,Petrol,yes,2006
Volkswagen,Caddy,7500,van,280,1.6,Diesel,yes,2011
Volkswagen,Multivan,55555,van,63,2,Diesel,yes,2013
Volkswagen,Golf V,6999,hatch,195,1.4,Diesel,yes,2004
Mitsubishi,Grandis,11499,van,98,2.4,Petrol,yes,2008
BMW,318,2850,sedan,214,1.9,Petrol,no,2000
Renault,Kangoo,7150,van,118,1.5,Diesel,yes,2008
Audi,A6,25900,sedan,104,2.8,Petrol,yes,2010
Toyota,Yaris,12500,hatch,75,1.4,Diesel,yes,2012
Mercedes-Benz,Vito,6200,van,196,2.2,Diesel,yes,2002
Toyota,Highlander,28700,crossover,92,3.5,Gas,yes,2012
Volkswagen,T4 (Transporter),6000,van,419,2.4,Diesel,yes,1995
Audi,Q7,44800,crossover,100,3,Diesel,yes,2014
BMW,X6,37000,crossover,186,5,Petrol,yes,2008
Audi,A6,8000,sedan,234,2.4,Petrol,yes,1998
Volkswagen,Jetta,21500,sedan,1,1.4,Petrol,yes,2015
BMW,525,4700,sedan,200,2.5,Petrol,yes,1995
Mitsubishi,Outlander XL,15500,crossover,102,3,Petrol,yes,2009
Renault,Kangoo,7900,van,149,1.5,Diesel,yes,2013
Toyota,Camry,32000,sedan,22,2.5,Petrol,yes,2015
BMW,X5,26999,crossover,180,4.8,Gas,yes,2008
Toyota,Corolla Verso,7500,vagon,196,1.59,Petrol,yes,2003
Mercedes-Benz,Vito,10999,van,191,2.2,Diesel,yes,2007
Mitsubishi,Lancer,7300,sedan,121,1.6,Gas,yes,2008
Mercedes-Benz,Vito,8000,van,280,2.2,Diesel,yes,2005
Mitsubishi,Pajero Wagon,17555,crossover,115,3,Gas,yes,2008
Volkswagen,Touareg,38000,crossover,189,3,Diesel,yes,2012
BMW,520,15400,vagon,179,2,Diesel,yes,2007
Volkswagen,Caddy,10200,van,137,1.9,Diesel,yes,2008
Mercedes-Benz,Vito,7900,van,234,2.2,Diesel,yes,2002
Mitsubishi,Lancer,6700,sedan,161,1.6,Gas,yes,2006
Mercedes-Benz,E-Class,30000,other,176,5.5,Petrol,yes,2003
Volkswagen,Touran,11000,vagon,210,1.9,Diesel,yes,2008
Mercedes-Benz,CLA-Class,38500,sedan,56,2.2,Diesel,yes,2014
Mercedes-Benz,Vito,7600,van,280,2.2,Diesel,yes,2001
Volkswagen,Golf V,8900,hatch,90,1.9,Diesel,yes,2009
Toyota,Land Cruiser Prado,23400,crossover,120,4,Petrol,yes,2007
Audi,A6,37000,sedan,37,2.8,Petrol,yes,2012
Renault,Kangoo,5600,vagon,151,1.5,Diesel,yes,2006
Volkswagen,Passat B7,18900,sedan,75,1.8,Petrol,yes,2011
Mercedes-Benz,E-Class,15900,vagon,219,3,Diesel,yes,2007
Mercedes-Benz,E-Class,15200,sedan,170,2.8,Gas,yes,2007
Volkswagen,Passat B7,20700,vagon,74,2,Diesel,yes,2013
BMW,735,8200,sedan,210,3.5,Petrol,yes,1999
Mercedes-Benz,GLS 350,NA,crossover,0,3,Diesel,yes,2016
Mitsubishi,Space Star,5400,van,300,1.6,Petrol,yes,2002
BMW,X5,NA,crossover,0,3,Diesel,yes,2016
Mitsubishi,Lancer X,11700,sedan,82,1.5,Gas,yes,2010
Mitsubishi,Galant,12000,sedan,121,2.4,Gas,yes,2009
Volkswagen,Jetta,8100,sedan,198,1.6,Petrol,yes,2007
BMW,750,19999,sedan,290,4.8,Petrol,yes,2006
Audi,A6,32000,sedan,103,2,Diesel,yes,2013
Volkswagen,Sharan,6200,van,340,1.8,Petrol,yes,1999
BMW,525,1500,sedan,270,2.5,Diesel,no,1992
Volkswagen,T6 (Transporter),17900,other,119,2,Diesel,yes,2012
Mercedes-Benz,S 500,42500,sedan,140,5.5,Petrol,yes,2011
BMW,320,4000,sedan,335,2,Diesel,no,1999
Mitsubishi,Pajero Sport,13200,crossover,124,3,Gas,yes,2008
Mercedes-Benz,S 500,24990,sedan,85,5.5,Petrol,yes,2008
BMW,X5,45200,crossover,68,3,Diesel,yes,2012
Toyota,Land Cruiser 100,18400,crossover,160,4.7,Gas,yes,2003
Volkswagen,T5 (Transporter),9500,van,212,1.9,Diesel,yes,2006
Audi,A6,25500,sedan,140,2.8,Petrol,yes,2012
Volkswagen,Touareg,14999,crossover,200,4.2,Petrol,yes,2007
Volkswagen,T5 (Transporter),10200,van,153,2.5,Diesel,yes,2007
Mitsubishi,Lancer X,7900,sedan,238,2,Gas,yes,2008
BMW,4 Series Gran Coupe,52222,hatch,3,2,Diesel,yes,2016
Mitsubishi,Lancer X,9000,sedan,110,2,Petrol,yes,2008
Audi,A6,4200,vagon,215,2.5,Diesel,no,2003
Toyota,Land Cruiser 200,39500,other,100,4.5,Diesel,yes,2008
BMW,730,9000,sedan,245,3,Diesel,yes,2001
Mercedes-Benz,G 350,NA,crossover,35,3,Diesel,yes,2015
Mercedes-Benz,Vito,12000,van,177,NA,Diesel,yes,2013
Mercedes-Benz,S 350,23900,sedan,96,3.5,Petrol,yes,2009
Mercedes-Benz,ML 350,55000,crossover,128,3,Diesel,yes,2013
Mercedes-Benz,GLS 400,NA,crossover,0,3,Petrol,yes,2016
Mercedes-Benz,S 500,11700,sedan,246,5,Petrol,yes,2004
Mitsubishi,Pajero Sport,40990,crossover,0,2.4,Diesel,yes,2016
BMW,535,42000,sedan,71,2.99,Petrol,yes,2011
Renault,Koleos,12100,crossover,138,2.5,Gas,yes,2008
Toyota,Corolla,11400,sedan,118,1.4,Petrol,yes,2010
Audi,A4,7000,vagon,320,1.9,Diesel,yes,1996
BMW,120,3500,hatch,1,2,Petrol,yes,2006
Mitsubishi,Pajero Sport,23800,crossover,45,2.5,Diesel,yes,2015
Mercedes-Benz,Vito,10550,other,128,NA,Other,yes,2011
Mercedes-Benz,Vito,9500,other,220,2.2,Diesel,yes,2005
BMW,428,37500,other,55,2,Petrol,yes,2014
Renault,Trafic,6000,van,1,1.9,Diesel,yes,2005
Mercedes-Benz,GLE-Class,71999,crossover,0,2.2,Diesel,yes,2016
Mercedes-Benz,Vito,10150,other,190,2.2,Diesel,yes,2008
